Date,Open,High,Low,Close,Volume
2021-12-24,153.31,153.37,149.64,151.64,2315502
2021-12-27,150.89,152.93,151.77,151.83,3843929
2021-12-28,154.95,154.1,151.54,153.34,1185784
2021-12-29,149.68,151.95,148.75,150.0,2285412
2021-12-30,152.41,151.31,149.14,151.09,3585313
2021-12-31,148.35,150.61,148.83,149.76,2199110
2022-01-03,151.49,150.99,149.21,150.9,1846462
2022-01-04,148.64,150.85,149.25,149.37,1723879
2022-01-05,144.35,147.6,145.09,145.77,4988571
2022-01-06,142.73,143.07,142.38,142.51,4332006
2022-01-07,143.62,144.32,140.66,142.61,3194621
2022-01-10,142.28,143.71,141.49,143.13,2619814
2022-01-11,139.82,143.14,139.61,141.32,2444315
2022-01-12,142.5,144.1,140.72,142.59,2502718
2022-01-13,139.18,140.88,139.1,139.27,2189325
2022-01-14,139.69,139.18,138.37,139.14,3828340
2022-01-17,137.67,138.64,136.57,136.72,2194737
2022-01-18,135.35,136.87,134.99,135.41,4543525
2022-01-19,137.36,136.12,135.05,135.51,3502275
2022-01-20,134.01,135.45,132.85,133.79,1398825
2022-01-21,132.67,133.58,132.48,133.02,2755089
2022-01-24,133.42,136.78,134.83,135.03,2885547
2022-01-25,133.61,134.1,133.54,133.88,3534511
2022-01-26,135.21,136.96,135.25,135.55,2071512
2022-01-27,134.25,134.37,131.34,133.29,2885190
2022-01-28,134.81,134.54,132.83,134.35,1501477
2022-01-31,136.05,137.72,135.3,137.23,1897691
2022-02-01,132.46,132.31,131.41,132.29,1230596
2022-02-02,131.37,131.63,130.14,130.69,2667906
2022-02-03,133.38,132.45,130.25,131.85,1799595
2022-02-04,132.33,132.64,130.79,131.44,3879198
2022-02-07,132.95,132.78,131.59,132.19,4322857
2022-02-08,131.04,131.58,130.51,130.98,2716473
2022-02-09,131.54,132.64,130.89,131.15,2595283
2022-02-10,132.09,130.94,130.33,130.84,3827503
2022-02-11,131.84,134.98,132.46,133.17,3742651
2022-02-14,133.33,135.39,132.34,133.68,2433482
2022-02-15,133.59,135.69,134.23,134.36,3302823
2022-02-16,133.91,134.72,133.11,133.53,3622274
2022-02-17,133.79,134.34,130.94,132.56,1294358
2022-02-18,131.1,132.07,131.4,131.69,2796870
2022-02-21,130.09,132.64,131.8,132.48,4400598
2022-02-22,131.23,132.12,129.91,131.64,4638972
2022-02-23,133.13,133.81,131.91,132.22,3873798
2022-02-24,136.91,136.44,136.21,136.37,1526701
2022-02-25,138.54,139.28,137.14,138.11,2582369
2022-02-28,137.18,139.45,136.86,137.46,1776041
2022-03-01,138.59,141.58,138.74,139.86,3986386
2022-03-02,139.56,140.09,137.44,139.05,2181753
2022-03-03,134.14,135.1,134.7,134.97,2247752
2022-03-04,135.14,134.62,131.79,132.96,1390447
2022-03-07,129.78,130.41,128.2,129.21,1500850
2022-03-08,127.93,128.74,128.22,128.51,2163473
2022-03-09,127.94,128.74,127.3,128.55,2106984
2022-03-10,131.81,133.72,131.35,131.9,4314479
2022-03-11,132.32,133.89,131.58,132.55,1116908
2022-03-14,133.23,133.78,131.95,132.12,3343145
2022-03-15,133.96,135.53,132.86,133.78,4375896
2022-03-16,128.62,130.5,128.74,129.35,2652595
2022-03-17,131.71,130.86,128.18,129.82,3602573
2022-03-18,131.42,132.23,131.25,131.37,1851563
2022-03-21,129.18,129.04,127.57,128.41,1850712
2022-03-22,130.09,131.57,129.78,130.7,4947922
2022-03-23,131.74,132.92,129.92,131.37,2166374
2022-03-24,130.85,131.75,129.39,130.54,1641142
2022-03-25,129.92,133.59,130.47,131.81,1237902
2022-03-28,138.36,137.24,134.8,136.35,3417999
2022-03-29,138.0,137.93,134.99,136.71,3571802
2022-03-30,136.81,138.47,136.58,137.21,3160231
2022-03-31,135.19,137.47,135.22,136.29,2594441
2022-04-01,134.94,136.0,132.91,134.59,4933374
2022-04-04,136.34,136.73,134.27,136.25,1310258
2022-04-05,134.9,135.56,132.76,134.54,1482450
2022-04-06,134.87,134.89,133.94,134.68,2898238
2022-04-07,134.23,134.5,133.34,133.73,3613531
2022-04-08,136.13,135.66,133.71,134.69,2736916
2022-04-11,135.92,136.66,133.87,135.35,2115770
2022-04-12,136.38,139.33,136.44,137.43,2519598
2022-04-13,137.77,137.61,135.44,136.41,3209485
2022-04-14,137.51,137.36,134.19,135.87,3659232
2022-04-15,137.06,134.92,133.19,133.91,1045807
2022-04-18,131.9,134.29,131.3,133.02,2566089
2022-04-19,134.02,133.92,132.96,133.78,2435986
2022-04-20,133.21,135.8,134.63,135.29,1660501
2022-04-21,134.0,134.17,132.54,133.45,2558274
2022-04-22,134.64,136.13,133.66,135.19,1628580
2022-04-25,139.82,137.99,137.65,137.9,1647272
2022-04-26,137.95,139.0,138.33,138.72,1538065
2022-04-27,140.79,143.03,140.57,142.48,4184074
2022-04-28,140.46,142.87,140.58,140.93,3938287
2022-04-29,136.47,139.1,137.31,138.44,4764993
2022-05-02,135.63,135.85,133.72,134.88,1309963
2022-05-03,135.81,138.27,136.9,137.88,2183493
2022-05-04,139.21,140.41,137.89,139.18,3993770
2022-05-05,136.99,139.63,138.61,139.07,1547578
2022-05-06,139.31,140.05,138.53,139.63,2423271
2022-05-09,139.03,138.41,136.64,137.38,1423915
2022-05-10,142.63,142.28,140.95,142.27,3272476
2022-05-11,141.67,142.55,142.25,142.53,2933690
2022-05-12,142.72,143.19,141.61,142.75,2707229
2022-05-13,144.22,144.28,143.83,144.2,3740936
2022-05-16,145.64,145.38,144.61,145.16,2551726
2022-05-17,144.24,146.29,145.17,145.61,1843521
2022-05-18,144.62,145.64,143.67,144.03,3602332
2022-05-19,142.27,146.12,143.32,144.97,3506976
2022-05-20,148.11,149.76,148.17,148.74,3488009
2022-05-23,150.94,152.02,149.57,151.43,1197345
2022-05-24,155.25,156.48,152.68,154.62,3900203
2022-05-25,153.62,154.39,152.45,153.59,2650870
2022-05-26,150.21,151.79,151.33,151.61,3867911
2022-05-27,150.38,152.6,150.61,151.36,4364708
2022-05-30,151.67,151.7,149.88,151.47,4620597
2022-05-31,153.58,154.35,152.93,153.66,2325499
2022-06-01,149.7,151.29,150.1,150.28,2492832
2022-06-02,152.86,155.08,152.22,153.34,4895918
2022-06-03,153.72,154.01,151.33,153.02,4595269
2022-06-06,151.65,153.57,150.57,152.17,3606315
2022-06-07,150.05,152.13,149.79,150.14,1808062
2022-06-08,149.0,147.1,145.49,146.83,3989159
2022-06-09,147.05,149.03,148.04,148.48,1639724
2022-06-10,146.77,149.41,148.19,148.63,1667538
2022-06-13,146.83,146.89,144.3,146.05,1413151
2022-06-14,142.78,144.28,142.96,143.46,3013338
2022-06-15,142.47,144.6,142.26,142.78,4954944
2022-06-16,145.34,147.55,146.12,146.12,4078378
2022-06-17,145.34,146.82,143.86,145.6,1678387
2022-06-20,144.19,143.21,141.01,142.6,3062624
2022-06-21,142.91,143.75,140.85,142.1,1451069
2022-06-22,142.42,143.47,140.06,141.56,2947175
2022-06-23,134.75,137.81,135.86,136.17,1067359
2022-06-24,134.91,136.06,135.14,136.06,3300612
2022-06-27,132.76,136.87,134.89,135.59,3042749
2022-06-28,136.18,137.09,136.8,136.99,2325831
2022-06-29,141.64,141.2,139.71,140.69,4309112
2022-06-30,143.46,143.06,141.1,142.94,1784681
2022-07-01,142.18,143.61,142.32,142.4,1286305
2022-07-04,140.17,141.56,139.6,140.19,1905352
2022-07-05,144.65,145.56,144.92,145.33,1891255
2022-07-06,145.66,146.22,144.98,145.45,2960022
2022-07-07,146.25,146.39,143.66,145.48,4276194
2022-07-08,143.82,146.17,144.5,145.43,3426609
2022-07-11,146.13,146.07,144.9,145.83,3278598
2022-07-12,146.47,146.38,144.02,145.54,1417230
2022-07-13,143.98,145.89,144.08,144.39,2653172
2022-07-14,144.0,143.44,142.32,143.3,2881397
2022-07-15,146.05,143.39,142.37,143.23,4911251
2022-07-18,142.04,142.86,140.95,142.15,1411377
2022-07-19,141.11,142.6,138.72,140.72,2680664
2022-07-20,140.2,142.27,139.39,140.93,4546434
2022-07-21,140.6,141.78,139.63,140.42,3478843
2022-07-22,143.89,144.16,141.78,143.43,1762557
2022-07-25,138.32,139.32,137.79,138.13,2073078
2022-07-26,139.29,140.33,140.25,140.31,1035757
2022-07-27,143.01,144.08,142.4,142.8,4973271
2022-07-28,140.12,140.48,137.98,138.66,3719713
2022-07-29,138.42,139.2,136.95,137.97,1582933
2022-08-01,138.19,138.98,136.0,137.23,3993802
2022-08-02,134.18,135.86,132.59,134.41,1321199
2022-08-03,133.61,133.1,131.84,132.86,2168391
2022-08-04,130.92,132.44,129.64,130.64,1926502
2022-08-05,133.19,134.28,134.04,134.14,4829994
2022-08-08,136.33,137.08,135.94,136.01,2411746
2022-08-09,137.57,138.84,137.45,138.56,3429488
2022-08-10,139.37,140.02,139.12,140.0,3278701
2022-08-11,137.93,138.59,136.06,137.74,3265125
2022-08-12,136.99,137.28,136.37,136.69,1746631
2022-08-15,136.48,138.64,137.62,137.67,4197749
2022-08-16,136.28,136.38,134.33,135.23,1029092
2022-08-17,137.23,136.74,136.18,136.65,1918746
2022-08-18,135.47,136.42,136.07,136.17,4514715
2022-08-19,133.89,136.54,133.97,135.42,1657191
2022-08-22,136.7,137.53,136.62,136.85,3410017
2022-08-23,137.29,139.19,136.52,137.73,3387807
2022-08-24,137.12,138.32,136.45,137.01,3169934
2022-08-25,138.97,141.02,138.98,139.33,1883435
2022-08-26,135.16,138.55,136.41,137.17,2890576
2022-08-29,138.01,139.26,136.8,138.4,4509934
2022-08-30,139.28,140.93,138.8,139.59,2939309
2022-08-31,139.6,139.52,137.47,138.97,4459379
2022-09-01,138.92,140.23,139.37,139.62,4794293
2022-09-02,138.8,138.7,135.57,137.12,4800015
2022-09-05,137.05,139.86,138.49,138.97,1207580
2022-09-06,139.91,140.19,137.24,138.6,1769032
2022-09-07,137.33,139.2,136.42,137.55,2672992
2022-09-08,140.51,141.36,137.79,139.65,4418555
2022-09-09,138.32,140.07,137.46,138.24,1547952
2022-09-12,136.56,136.28,135.29,135.42,4772380
2022-09-13,131.92,132.95,132.27,132.31,2823948
2022-09-14,132.42,134.69,131.87,133.52,1164244
2022-09-15,132.38,131.7,129.91,130.96,1476857
2022-09-16,134.36,135.67,132.92,134.47,2112916
2022-09-19,130.53,131.72,129.84,130.31,2660100
2022-09-20,134.93,135.08,133.01,133.7,1011017
2022-09-21,133.09,134.87,134.06,134.12,2871621
2022-09-22,134.52,134.26,132.0,133.93,4931895
2022-09-23,132.25,133.7,131.5,132.84,4100786
2022-09-26,133.5,133.92,131.77,133.64,4091576
2022-09-27,133.63,135.34,133.03,133.56,3651788
2022-09-28,134.27,136.46,134.54,135.77,4555392
2022-09-29,135.22,136.3,134.64,136.0,3368787
2022-09-30,137.65,136.35,135.66,136.3,1209720
2022-10-03,136.46,136.86,133.87,135.57,3218222
2022-10-04,135.39,136.73,133.56,135.46,2800493
2022-10-05,136.31,136.75,134.3,136.07,4990919
2022-10-06,132.36,132.79,131.17,132.65,4015624
2022-10-07,131.31,130.77,129.4,129.95,3359664
2022-10-10,131.24,132.06,130.88,131.44,3132162
2022-10-11,132.01,133.14,129.86,131.78,4705867
2022-10-12,132.56,132.63,131.39,131.41,2695625
2022-10-13,130.67,132.18,130.02,131.45,1778928
2022-10-14,133.71,132.58,130.73,132.15,2962160
2022-10-17,129.54,133.04,129.82,131.07,2734872
2022-10-18,131.14,130.42,127.53,129.51,2651722
2022-10-19,129.53,131.28,129.28,129.9,3688445
2022-10-20,127.7,128.23,127.27,127.95,1037493
2022-10-21,126.87,129.73,128.6,128.76,3822307
2022-10-24,124.9,125.41,124.47,125.36,4837478
2022-10-25,126.38,128.43,126.89,127.42,3631732
2022-10-26,127.75,130.29,127.67,128.36,3780877
2022-10-27,128.74,129.64,127.2,128.87,3620390
2022-10-28,131.8,130.92,128.97,130.84,4031863
2022-10-31,134.38,134.23,133.8,134.17,2150311
2022-11-01,136.51,136.97,135.45,136.2,2595776
2022-11-02,131.42,132.84,130.66,132.52,3068535
2022-11-03,129.08,130.0,129.83,129.96,4117173
2022-11-04,130.51,130.22,128.52,128.71,4226499
2022-11-07,128.02,129.68,128.43,128.76,4857660
2022-11-08,131.45,130.37,128.6,129.79,1631581
2022-11-09,128.1,130.14,128.04,128.34,4244811
2022-11-10,128.72,128.95,126.78,128.72,2686519
2022-11-11,128.28,129.12,126.31,127.21,4124002
2022-11-14,127.25,126.61,124.98,125.98,4033932
2022-11-15,123.06,124.95,122.68,123.17,1621747
2022-11-16,120.93,122.53,120.38,121.32,3495902
2022-11-17,118.56,120.27,117.3,118.62,3844517
2022-11-18,117.01,118.64,115.17,116.67,2281258
2022-11-21,119.67,119.35,117.27,118.78,1428886
2022-11-22,116.88,118.8,115.72,116.88,4076803
2022-11-23,122.76,122.92,120.33,122.14,1229171
2022-11-24,124.77,123.9,121.49,123.13,4519567
2022-11-25,123.88,124.18,121.98,123.5,1167558
2022-11-28,122.09,122.86,121.67,121.78,1983061
2022-11-29,121.66,123.49,123.17,123.18,1296412
2022-11-30,119.4,123.14,121.61,122.03,3204490
2022-12-01,122.66,123.36,120.95,122.27,3571703
2022-12-02,127.3,128.92,126.57,127.39,3385632
2022-12-05,126.69,128.87,126.4,127.2,3887225
2022-12-06,129.74,130.38,127.73,129.5,4232860
2022-12-07,128.03,128.7,126.3,128.09,2343679
2022-12-08,129.15,128.54,126.21,128.02,3241530
2022-12-09,131.65,131.96,130.94,131.57,3274406
2022-12-12,129.57,130.43,128.93,130.31,3695563
2022-12-13,134.93,134.62,133.39,133.94,2498118
2022-12-14,135.14,135.89,134.97,135.35,2800831
2022-12-15,134.75,136.16,133.86,134.23,2594362
2022-12-16,135.01,136.61,134.81,135.49,4740214
2022-12-19,136.79,138.13,136.58,137.44,3068710
2022-12-20,138.77,139.84,137.02,138.68,4646313
2022-12-21,135.55,135.82,135.3,135.54,3124349
2022-12-22,134.57,134.97,132.62,134.09,3773231
2022-12-23,133.32,134.84,132.53,133.59,2007705
2022-12-26,131.61,134.42,132.87,133.44,3205927
2022-12-27,134.25,135.49,133.7,134.68,4957192
2022-12-28,135.83,137.03,134.44,135.04,1846056
2022-12-29,132.07,134.13,131.18,132.37,3961761
2022-12-30,132.88,134.38,132.26,133.13,3925548
2023-01-02,135.34,135.49,134.02,134.35,3782540
2023-01-03,134.76,136.71,135.24,135.47,4256758
2023-01-04,136.09,138.03,136.54,137.63,1316790
2023-01-05,139.14,140.09,137.49,139.3,2916195
2023-01-06,139.73,140.3,139.53,140.22,4547480
2023-01-09,139.11,141.03,138.61,140.08,4787415
2023-01-10,136.58,137.84,135.44,136.76,4202475
2023-01-11,138.11,138.07,135.75,137.61,1045712
2023-01-12,138.02,139.96,136.39,138.03,3496641
2023-01-13,138.88,140.39,137.44,138.57,1333964
2023-01-16,137.83,137.46,134.71,136.02,3222494
2023-01-17,133.51,134.92,132.06,133.86,2664092
2023-01-18,136.24,137.7,135.16,135.96,1336497
2023-01-19,135.38,136.15,135.23,135.88,1487707
2023-01-20,136.4,138.83,137.23,137.25,1092091
2023-01-23,136.72,137.55,135.65,137.3,2396634
2023-01-24,136.88,138.95,135.76,137.36,2230478
2023-01-25,139.6,139.79,139.03,139.24,1893150
2023-01-26,140.56,139.96,137.05,138.21,3507495
2023-01-27,137.68,140.29,137.47,138.4,4391950
2023-01-30,137.06,137.77,137.24,137.48,3311712
2023-01-31,136.54,137.53,134.65,136.61,1535827
2023-02-01,136.38,137.95,135.56,135.99,4847849
2023-02-02,136.7,137.4,136.3,136.43,4978379
2023-02-03,136.76,137.2,134.29,135.48,1932196
2023-02-06,135.56,139.16,136.51,137.99,3049736
2023-02-07,133.81,136.95,136.13,136.2,2324054
2023-02-08,135.33,136.4,134.51,135.82,4940063
2023-02-09,136.04,135.35,133.88,134.94,1421743
2023-02-10,136.27,139.36,137.63,137.84,4030285
2023-02-13,135.22,139.0,137.89,138.23,2563482
2023-02-14,140.87,141.32,139.16,140.29,2630872
2023-02-15,137.57,138.31,136.73,137.32,2525068
2023-02-16,136.77,139.01,135.98,137.86,2410038
2023-02-17,138.65,141.37,138.0,139.64,1419924
2023-02-20,138.83,141.76,137.83,139.8,2714796
2023-02-21,142.04,142.75,141.41,141.93,2983518
2023-02-22,140.27,142.55,138.96,140.9,3164452
2023-02-23,144.21,145.25,142.85,143.72,1391407
2023-02-24,145.46,149.46,147.62,148.31,1807274
2023-02-27,146.73,149.5,147.49,147.59,4337013
2023-02-28,145.57,147.1,146.59,146.7,4974532
2023-03-01,149.35,149.82,148.22,149.6,4522188
2023-03-02,152.23,154.47,151.85,152.76,4244699
2023-03-03,152.52,152.6,151.27,151.72,4083562
2023-03-06,149.02,152.57,149.65,150.88,3135896
2023-03-07,150.36,152.1,149.81,150.31,1378226
2023-03-08,148.18,147.75,146.47,147.63,3416738
2023-03-09,147.64,147.55,145.07,145.79,2964078
2023-03-10,143.3,144.68,142.13,143.78,3707430
2023-03-13,142.57,143.27,140.6,142.24,2956678
2023-03-14,140.37,143.43,141.22,142.17,3466213
2023-03-15,140.25,144.5,141.94,142.64,3332127
2023-03-16,146.59,145.78,145.02,145.74,3625090
2023-03-17,143.74,144.7,142.14,143.75,3666557
2023-03-20,146.89,147.09,145.06,145.72,2926252
2023-03-21,143.91,146.73,144.87,145.29,3074278
2023-03-22,145.71,146.57,145.02,145.19,3018852
2023-03-23,148.41,146.81,145.61,146.54,1789622
2023-03-24,144.71,144.89,143.33,144.29,3145265
2023-03-27,145.33,145.78,143.38,145.06,1139861
2023-03-28,145.4,147.0,144.95,145.39,2080701
2023-03-29,144.81,146.93,145.61,146.38,2278343
2023-03-30,148.31,147.38,145.34,146.95,3489296
2023-03-31,151.25,153.78,150.22,151.87,4032115
2023-04-03,151.09,150.61,149.82,150.59,1690778
2023-04-04,147.96,151.52,148.61,149.53,1178157
2023-04-05,147.1,149.63,147.67,148.28,4688784
2023-04-06,148.61,148.83,145.31,147.17,2753897
2023-04-07,145.55,146.48,145.66,145.9,3440395
2023-04-10,149.73,148.3,146.41,148.27,3350959
2023-04-11,151.04,152.59,149.75,151.11,4828973
2023-04-12,148.13,151.64,148.91,149.97,1611709
2023-04-13,149.2,149.79,148.24,148.31,2765018
2023-04-14,148.66,149.54,148.3,149.25,2841903
2023-04-17,148.85,149.65,147.33,148.15,2229959
2023-04-18,149.44,150.95,149.09,149.41,1744854
2023-04-19,148.28,151.14,148.51,149.82,4343867
2023-04-20,146.95,148.32,144.84,146.79,3168169
2023-04-21,152.08,151.57,148.76,149.88,4956092
2023-04-24,153.97,154.7,152.04,153.47,3642800
2023-04-25,152.19,152.43,152.11,152.25,4987007
2023-04-26,152.55,152.45,150.64,151.47,3599546
2023-04-27,152.26,152.2,151.81,152.04,2663229
2023-04-28,152.92,153.53,151.49,152.71,2658332
2023-05-01,152.94,154.84,152.15,154.03,1257137
2023-05-02,158.28,158.18,156.73,158.05,2349651
2023-05-03,158.73,158.39,157.54,157.7,2104399
2023-05-04,155.26,156.32,155.39,156.1,1824464
2023-05-05,154.77,154.96,152.24,153.34,1771279
2023-05-08,151.79,153.78,151.07,151.88,4882514
2023-05-09,150.93,151.96,150.15,151.81,2067383
2023-05-10,156.4,157.31,153.77,155.4,1663431
2023-05-11,154.08,155.41,153.14,154.37,1577701
2023-05-12,155.57,155.41,154.07,154.82,3778661
2023-05-15,154.49,154.94,154.27,154.78,2588404
2023-05-16,157.1,158.16,156.95,157.16,2805148
2023-05-17,162.71,163.8,161.5,162.21,2118824
2023-05-18,161.44,162.57,160.32,161.15,1252515
2023-05-19,158.18,160.27,158.82,160.17,4892825
2023-05-22,161.14,162.41,160.94,162.26,2159070
2023-05-23,164.55,164.43,163.48,163.62,3871083
2023-05-24,167.19,167.91,166.53,167.32,1609723
2023-05-25,167.96,168.95,168.12,168.49,1544075
2023-05-26,166.41,168.33,167.45,167.77,1283126
2023-05-29,167.87,170.56,167.29,168.95,3347920
2023-05-30,169.14,173.02,171.08,171.17,3644046
2023-05-31,172.71,173.62,171.97,172.81,4928648
2023-06-01,173.22,175.63,173.48,173.82,2976230
2023-06-02,174.99,176.6,174.2,175.95,1772783
2023-06-05,178.23,179.25,177.18,178.29,4379595
2023-06-06,181.42,181.51,180.59,181.06,3209375
2023-06-07,184.45,183.64,181.35,182.36,2619800
2023-06-08,180.51,183.98,180.56,182.02,4763302
2023-06-09,183.47,183.52,180.4,182.31,1926097
2023-06-12,185.7,185.44,184.29,184.73,2983438
2023-06-13,182.31,184.39,181.32,183.09,1999647
2023-06-14,184.03,184.08,181.96,183.83,4707397
2023-06-15,182.59,184.82,181.21,183.04,1383609
2023-06-16,183.29,184.11,181.83,183.1,4105003
2023-06-19,187.17,186.56,184.4,185.66,2863082
2023-06-20,186.65,187.21,185.23,186.04,3510963
2023-06-21,186.64,187.38,184.63,186.13,3665634
2023-06-22,182.98,183.56,182.35,183.41,2753313
2023-06-23,183.42,186.27,183.55,184.91,3386149
2023-06-26,185.99,186.68,185.34,186.2,4481591
2023-06-27,191.73,191.95,189.06,190.52,3248885
2023-06-28,188.38,191.55,188.26,189.91,2572088
2023-06-29,189.29,191.95,190.05,190.35,3803005
2023-06-30,190.97,191.95,189.18,190.85,3740164
2023-07-03,193.02,195.04,192.92,194.0,2286353
2023-07-04,193.02,194.1,192.12,193.81,3264719
2023-07-05,193.94,195.92,193.51,194.37,2062279
2023-07-06,194.22,196.13,194.83,195.58,1970584
2023-07-07,194.98,196.95,194.13,195.96,4045471
2023-07-10,195.77,195.63,194.56,195.06,4044221
2023-07-11,194.14,195.72,193.76,195.45,1903923
2023-07-12,196.0,198.86,196.63,197.6,4204181
2023-07-13,194.92,195.65,194.52,195.55,2661342
2023-07-14,196.54,197.31,195.2,195.81,4647466
2023-07-17,194.21,195.05,193.27,194.41,1819593
2023-07-18,196.34,196.8,196.15,196.8,4332791
2023-07-19,193.8,194.78,193.68,193.76,3473592
2023-07-20,190.89,192.73,192.09,192.64,3335563
2023-07-21,193.89,193.94,193.38,193.39,2451508
2023-07-24,196.91,197.94,194.57,196.52,2024603
2023-07-25,195.98,196.52,194.46,196.39,3916933
2023-07-26,196.29,196.96,194.49,195.28,3668538
2023-07-27,197.92,199.05,197.59,199.04,4516307
2023-07-28,197.28,196.64,195.46,196.15,4197718
2023-07-31,191.9,193.23,190.41,191.75,3079368
2023-08-01,192.29,193.26,191.02,192.63,2379641
2023-08-02,191.61,191.83,189.73,191.63,1691898
2023-08-03,189.48,190.3,188.78,189.58,1624860
2023-08-04,192.22,191.54,189.43,191.0,2016783
2023-08-07,190.41,193.17,190.96,191.49,4906997
2023-08-08,189.6,190.99,188.38,190.36,2317933
2023-08-09,188.84,189.38,187.75,187.8,4270421
2023-08-10,188.95,191.33,188.34,189.54,3272447
2023-08-11,191.74,191.71,189.53,190.84,2926663
2023-08-14,192.35,192.47,189.27,190.65,1785786
2023-08-15,193.94,195.09,194.1,194.34,3427667
2023-08-16,192.88,194.13,190.32,192.2,2116850
2023-08-17,187.99,189.33,188.79,189.15,3363430
2023-08-18,188.52,189.14,186.52,187.76,2926436
2023-08-21,187.87,188.66,187.23,187.67,1563889
2023-08-22,188.63,188.94,187.55,188.16,2908897
2023-08-23,187.03,188.94,186.58,187.68,1277834
2023-08-24,186.72,189.79,187.55,188.38,2312629
2023-08-25,186.38,185.89,185.56,185.88,4499111
2023-08-28,186.7,189.1,188.42,188.77,2390752
2023-08-29,188.28,190.03,187.77,188.6,1536350
2023-08-30,191.78,192.17,189.32,190.84,1337530
2023-08-31,191.71,193.45,189.73,191.52,4894325
2023-09-01,194.38,193.96,192.27,192.44,2738667
2023-09-04,194.6,195.48,192.79,193.57,2184801
2023-09-05,193.82,195.88,194.27,194.47,4287281
2023-09-06,195.78,196.35,195.72,195.76,4244998
2023-09-07,198.37,198.62,197.09,198.41,4998585
2023-09-08,197.22,200.37,197.6,198.81,3816112
2023-09-11,199.28,201.51,199.9,200.22,3706421
2023-09-12,199.48,200.14,199.58,200.05,1628758
2023-09-13,200.89,203.65,202.88,202.93,2732141
2023-09-14,201.62,203.49,199.9,201.57,1088887
2023-09-15,204.93,206.18,203.23,205.17,4489414
2023-09-18,203.42,205.96,204.82,205.09,1835544
2023-09-19,202.64,203.15,201.77,202.23,3239164
2023-09-20,203.2,202.91,200.75,202.49,2894018
2023-09-21,201.35,201.86,199.27,201.13,4877882
2023-09-22,202.48,203.55,201.97,202.81,1286629
2023-09-25,202.09,201.61,201.4,201.5,3710739
2023-09-26,201.29,202.15,200.53,200.61,3614689
2023-09-27,197.14,197.66,195.68,196.83,2940592
2023-09-28,195.1,197.57,195.14,195.93,3491435
2023-09-29,191.36,192.78,191.02,191.08,3904191
2023-10-02,189.11,188.34,186.74,187.91,3337643
2023-10-03,188.84,190.75,189.41,189.43,2634461
2023-10-04,193.1,191.95,189.43,191.0,3354960
2023-10-05,191.33,193.61,191.24,191.85,3014601
2023-10-06,189.95,190.35,189.84,189.92,2816418
2023-10-09,189.15,191.18,188.65,189.83,4947347
2023-10-10,190.04,191.03,189.02,189.82,1758271
2023-10-11,185.76,188.09,185.55,187.5,3887569
2023-10-12,189.96,190.78,189.42,190.51,2746988
2023-10-13,191.17,193.57,191.71,192.26,1150635
2023-10-16,191.96,193.3,190.4,191.82,1702682
2023-10-17,192.87,192.51,191.33,191.87,2020346
2023-10-18,192.94,193.58,190.48,192.29,3813757
2023-10-19,185.84,189.0,187.46,188.21,2886522
2023-10-20,189.76,189.14,186.61,187.71,2329328
2023-10-23,186.64,186.75,186.25,186.35,4119331
2023-10-24,183.57,186.13,183.49,184.35,4081918
2023-10-25,183.94,184.36,182.12,183.78,4106774
2023-10-26,187.56,188.12,185.77,187.38,3809737
2023-10-27,187.99,188.78,188.21,188.66,4612938
2023-10-30,187.72,187.74,187.07,187.52,1252773
2023-10-31,188.06,189.7,187.03,188.66,3376517
2023-11-01,191.06,192.0,189.6,191.46,1834938
2023-11-02,192.63,194.98,193.12,193.31,1807400
2023-11-03,192.0,193.46,192.53,193.43,1389821
2023-11-06,192.28,192.9,191.46,192.14,3310830
2023-11-07,194.12,194.21,191.79,193.53,4566881
2023-11-08,194.84,194.36,194.15,194.32,4601379
2023-11-09,196.93,196.36,195.69,196.11,3277732
2023-11-10,197.71,198.21,195.88,197.38,4931792
2023-11-13,198.95,200.47,199.38,199.48,4665639
2023-11-14,199.25,199.22,197.43,198.41,1172903
2023-11-15,199.69,202.11,200.16,201.05,4581877
2023-11-16,200.54,202.63,200.77,201.44,3537675
2023-11-17,204.63,205.61,204.8,205.59,4849428
2023-11-20,205.29,205.14,203.15,204.21,1102951
2023-11-21,208.63,209.61,207.36,207.68,3991890
2023-11-22,208.57,209.12,206.94,208.08,1305745
2023-11-23,207.85,208.13,205.17,206.78,2779892
2023-11-24,204.93,206.43,204.29,205.81,3169330
2023-11-27,205.52,206.72,204.86,205.17,3313535
2023-11-28,205.89,207.56,205.72,206.02,2208402
2023-11-29,207.91,208.11,206.53,207.06,4057966
2023-11-30,205.8,207.87,205.19,205.92,3167045
2023-12-01,205.48,206.12,205.05,205.87,1348943
2023-12-04,210.69,210.19,208.79,210.15,1513223
2023-12-05,214.48,215.15,213.49,213.61,4980527
2023-12-06,213.81,216.09,214.41,214.48,2323921
2023-12-07,214.49,214.8,213.77,214.56,1920243
2023-12-08,213.74,215.33,213.4,214.8,4421103
2023-12-11,213.52,216.06,215.64,216.02,4402410
2023-12-12,214.18,214.56,212.69,213.98,3336038
2023-12-13,214.07,215.01,212.94,213.46,3532863
2023-12-14,210.39,211.16,208.35,210.12,4560112
2023-12-15,208.97,211.62,209.13,210.92,3522992
2023-12-18,211.87,212.96,211.62,212.22,2190283
